Address	Quantity
0xe8bb1433d586babefff79b63601a488a0038f641	1
0x88c746a97762efc85f391d003e6401fa6ee14f6b	1
0x55b26a97f80005ca235b5ae8fab757057444ff7a	207
0xb2053b53c0f8fe2534af03b4fac08fbd9176efa5	1
0x9bcbf958364aad003552de214ab562b8aacbee68	1
0xb63813f1fc109922e1e3eb71bcaa0a19464ed0c2	1
0x5dc2b5d3a5e8b85e00f209976ade744a1366ed43	1
0x51549550e4a9ed7d8f690ed6e7bf53393ac34e15	1
0xe3bca6755abda45f3f1ba4815103235400eeaf63	1
0x41f8fe315493a85f68eb9a77eaaa740402502924	1
0xbd36dcf15db0a9449ec5ccc997df1c756fc16ac5	1
0x4e882851edfcfad4121d4737b427bfad0c80d327	2
0xfeb51fd7b1d1b502b0a4445495b8a739d6fb2f83	1
0xc34085c2d4c54d866a492ecf655f0ed92a931ad9	1
0x4914a3da7fcd917df77113b05874f0813212cd32	1
0xbdd4c6b3c82c5b0e153739d514b23f10b6d68a37	1
0xb45e463acb84649cf6debca3ac77b0616a83df5a	1
0x74fa9b216da485c6c8c2c52bff403b133e58f11c	1
0x6f6e58303805bf77f465ef51d6101c738537f645	1
0xa1722a1ff829fe976d30c541d00921b9ff09ead6	1
0xebc3b7c7ac3f52bcc4d7ca387e75c165e1dc294d	1
0xfbe3d4329163896358cab975e6eacd592a76f270	1
0xadc27f88a15475956ccd61ca5f0d1e2daa9eeb8d	1
0x69748b6b46e73dead7b4614a00f3cdf6992075e6	1
0x4e71bf970197f0267b01d3741bee86b542f41cb1	1
0xef345206d9a118894477d3463d21d25c96fccb35	1
0x4fd480b3db660dda98ca09c19a378ea3cce5661f	1
0x2e94735359bcae1ff8a510e58c5ecd4d96e6d972	1
0xadd85f0ed3f39c2f38daa6713ab631411ad21d09	1
0xe71ba3421c84052133f8cd22240504faae3e4f1f	1
0x80154d92f7d2898a75ce930df6d62eecd24596d9	1
0x1a8d8baed2161e145686d20e579775c8ca032216	1
0xd03e53428041c22195a29bdc5413ad10f728d94e	1
0x14eea24ae173404f33e3a8bd857ba3c55fe7fbf1	2
0x9978b67f8c4b7e82e5405eea5f41d16737885af4	1
0xcee2a207c7fb1e524acc2b369692e0d402222212	1
0x29249f54013950101e3ff1d42f2085fca93d9d14	1
0xc272a524f26ced4d5f64211966e582cd8fecf881	1
0xbc06499b14de46c14c7879c2db0fc6ac58981774	1
0x0d9fba8504146e962672d83608cec70ebb508995	1
0x307aa862d60a7fb3589a563113b00154503190be	1
0x5a6383a111067013ed81a373a8e2c7485b31db2a	1
0x2d37744830278b02729365eedf672fa4e24bfbf6	1
0x1ba8962395c91bcb96311ee697193f984eeb2505	1
0x4b938a9a3739d8da5d270829505e36f3a3a3a457	1
0xc59c187d2d8d35c141387a2708e70b9d80446862	1
0x7234eaeb65a96481878aabfec03e58fdb94f6bc5	1
0xaa6ebc5098945e5443a0994763ac2217fad5e127	1
0xe2f3b74fcbc0567a1baee792852d756b9e75bd07	1
0xbaefd7ccb6e53337b2ca2a811dec7a23619394ee	1
0xdf0ed63aeea14b7213d701fd667dc7d36373d3ed	1
0x0d3c1f3c822dbdead3f27a62c88a1a57ee27463b	1
0xf021e888e8df15a6c8533063275345798d02c88b	1
0xe0fbad4994a65dbe3877ba9955bf5287e7ec6028	1
0x4d014b4bee7a407ad16046c4a83be0aea602b539	1
0xb2085ae494577852a35bd836459da149780130fe	1
0x3309ca306f13cd2f2856b434f15cc762d95c1202	1
0x8740eac13cdf9b7cc70bfd55f58c59376a54a245	1
0x571ca55bf30d569b84c170612d81deaae8332756	1
0x29ffdb3b0f089d331ad5178b7e7829216a7aaf66	1
0xe58b397f6e549c1ddbdca718efc7344d9e4e3d39	1
0x7befc9c1e5d399404c384b0bc58925228d57aa22	1
0x6065d0380666d8c597dd5f279ce6998508aad524	1
0xdf3b77dde35eb980a03915f2a36032dcb89f924c	1
0xdd7530a4ee4ddbb4d4a7770d8f293dc148f5d0db	1
0xb43807aa43eb978e6d5ceea8cb40a55a2d949bb0	1
0x07427284ac8d51765cf6de768d1d67d676242d78	1
0x40322dcf2400eab8788e5c46017e797cc3e6cb1e	1
0xccb7f7895d0ad7e967f1a736da886065adbae61d	1
0xeae59890f7787b05d0c6375651cd59920afb0576	1
0xbbc7d92cb3d38adebfa1988a75531fde26a76f83	2
0x58e6027eacc9a6c594960b61906fa518ed84ef28	1
0xe436218b7bac76f08449a4027c6f11d1a9e2bada	1
0xe0974e31114ba1efebb8ef24e136e2d977fb2ef7	1
0xc725e08456348619f5c152dfa3ae4ae0ebd3e6e1	1
0xcf0ce942ff8b1550a72d38730347c65a0f8ecbe8	1
0x2482e633ab14c32ef2c9c1edc8ee4e1171d08adb	1
0xed5b196415bfebc00bdb4cda5152d1d7ee48c4d7	1
0x355b698f0754addcbe6082062e399238dab6584e	1
