Address	Quantity
0x2146948fa66ca2674a864ce76c8408c1607cb5c9	1
0xfdf5cfbcf6503293046ad686bb7fee8e9885b93d	7
0xee731c07ba1b00da01337ea68256954e8b0142b6	1
0xfc6df33400acaac161e9e8dcb1e4448acfd7e05f	1
0xafcf8fe775e69e8a1c47d6b7aa674099536e140f	1
0x3c783e90fa839e3d48551b96a43b4a27c5c5b506	1
0x3055f21afaf44d4d8e8f2e325e129c0c182afb6a	1
0x15d763c0a0d039cfbd3ca5199a535719f01d110f	1
0x2ab8f4e38140a5ce63359e833b10d44d00fd3293	1
0x815eba3c71624c1d266ef6fb59177aca7f5a694e	2
0x663a095e8f8326b12dc17750471d7af51c748be5	1
0xa1add90262b59ce69845a5f82360a93d9dc73c68	1
0xcadaa3de8bafc03d2c3dfe2fffa8a3c232777735	7
0xfae9eedd136c33ce226853c1c2113cdf0f0de48c	1
0xe4b95fd7bbe6b9e031703e3d8c9975e9cb7ac586	1
0x6e825d6ec6d64240805ce65e20155f8a1af9b470	1
0x619cceaf6421bd66fe429367fd079cf73dcb53e5	1
0x8cf8577af4b6d699865108e552d13da7a4751970	1
0xfa9ff5581cc458d3ba3983308f93417e5fde2013	1
0xef97755f9d216235676615bcea0b61f816b47dca	1
0x6e4817d4d3be44e7049e3633b8cb7d8ffbe5634a	1
0x57a02e77fc4d41ca808959850f2dd23f2df4a72a	1
0x7b97b46d35a28b561d47f50cfb9a2735e506e59d	1
0x3b8c4965ef1d14a3a1596e9cc646fd1b08bb5bec	2
0x579c870343d855954328ff0dced56b6890099039	1
0xc2128293e1ee41758d807937bf7a76e97b23e122	1
0x356fd34e332d394394f9882aa038048441c0d30d	2
0x4f2084e4692c8e7657f9e8da4037666cf9ee1b5f	1
0x7f378e8239d2d0b40de055857b3b943b00c6bc4b	1
0x29ffdb3b0f089d331ad5178b7e7829216a7aaf66	1
0xee13bb425a8fd47296d155322ac19a68e0961bdc	1
0x0cf0b793e6d95405edf2e8a3b6cdb435f2190e68	1
0x26be2c1c22c22590ee02172cba2e1ca4ef1c735f	1
0xcd1cb92a8d63dc96a8a0e59d8cd07a760a4ada9f	4
0xfb6eca851976fdb3674aa8105a48ec7c5910dcea	1
0x1e7efdcc5e205228cb8b40ef996bfb9457bb3af3	1
0x1069c861650693ff2c776793a4fd87c988e34f47	1
0xd97ec3e4269c503e604063812c6254c66ab5ebd8	1
0x95fe26d8a9b2172dd2518ce6d47c1c8ee79de6a1	1
0xc44c1a12c03b884c67d2cbafaa45d5550d336374	1
0x7c8fe4304128eb94357b8b70cc3c7f1b3fef8aa9	1
0x9a077700998061c02096c1d4817955d7e40128ab	1
0xd2ea67c895a6805fc27d4bc4c6d047721b125231	1
0x4e6ba71a9a43d3d2a14e2e52c8b86bfb2d69c74c	1
0x1136d0f2e1dfd434a17d87f26d4896cf4fa69d8a	1
0xf5a40a74bf78150b41177fbf7476d395900d28d6	1
0x1df737685cc6be920a39f1996d0a1a22a610eb7d	1
0xfd5445a7c24b62585d21b121c1655052deaa834e	1
0x46a963a23d9f1e847f7189cfe19e3b030553f8fd	1
0xb670686ef62730ef8124455e45f4f9099ce76a03	1
0xa2de1f9402194aabee1942f9628d2cb283272681	1
0xc4806252c30ff1dea60082c1a16d0b1e9b6ae92e	7
0xe7ab63ac4428c791ca460ca833a1b72227715858	1
0x99ae96d1ba5d95abdfd9176949a210a622dd2f46	1
0x75f3dd24851d2915641691c27b4d4c2c4c4b47ea	2
0x60493eecc1954f5ee5c8ebdb69425952dffb8c41	1
0x0acfdcf97909503c844e0ae437edd0ff9af6cfff	1
0xb5cc6968c7ee6db4edc9f18dbb3b50357df87a6a	1
0xda4dc357b42a9f39290167f79fd820bcbd0e615c	1
0x659c9e8ef6c4946b8e6c2014761a10e39dd5c9b5	1
0x81b74321c33538e54f1690add3f874f68dab5921	1
0x3f427047cf3a8c4ba26dbe2f508b7048943a1142	1
0x1a316588d98f36cf4076ded9c67a1ccb007907f3	1
0x20a6fcc6e46f378f8a91c1c6e66b28169b097d1f	10
0x0766cae342a81c134002fea35175b578a9350cda	1
0x41ccb8544c29d887d5af91ae04c06f3080f65158	1
0xbf14c74f2890c9a94916e6c0dc3072335a864150	1
0x654d9046070a51af83ff692d367faf8c1970c887	1
0x8373af95898eb44bd36c247420b41bf86fe0800f	1
0x554f7f6467edb1a9d89e90191e4b1640fc659b7f	1
0x1feb52be24e4bc08815f342f7027a02cab0c5dd3	1
0x8f01c72ac5258cfc5ab5f2bfe4a545309345ff97	1
0x85ef33d5a8682a6726f1dd27e4cd97561b593b1e	2
0x777b7b5ed986759951214a8dffa83db291c1c20d	1
0xc12a8c9eb5e2033b082cb7a8b7dddee8f3862ba7	1
0xef0a7a803384724639a89fd5f62cc28a9a570971	1
0xb906bfe7e7e71d8deb5c97e8fa7239b630c85201	1
0x0f0c79d623bedc8478dbf171fedcc440cbb69fcb	2
0x0736878acec9ab4ad1f84cc2686644b68a8a6c56	1
0xabc397b655e0ffe41d4fc439d468215d64cb2fcc	1
0xf4b00aba700bc48297bd41224ca8f221af8e33ef	1
0xf4d40e3d427a0ff907016708911fafa4a671eda1	1
0xf66d2a66ccddc3f705d0f0a576d8c796bd74a34b	1
0x58e6027eacc9a6c594960b61906fa518ed84ef28	3
0xcfe05a1814640510a1b120d5f115f8f3098f23ab	1
0xe43c85ca13aca2d5f297fc8f35d8256332c1eab3	1
0xc2599f1009669f4cda7ac2493de06d450fc79ef9	1
0x57a5c73c40e80dd56974fdda8386f3be45b0988b	1
0xcf017f65819ce8aa3f980d5a55a913238aab725f	1
0x6d440d47bd32fafa82db124632e35eba1378e60c	1
0x06aa0b7ca7b2fa191600531adc5b48aab7b90b16	1
0xed20b7f5ff603d1139786d399bd33810f120789d	1
0x0e42fef48f8ad6ab1c6a6feaabbf9b994d6463ae	1
0x26d5091bf8353f4553dff080d6687d434dfb6408	1
0xef64eff347dcb8b38e81de409f6f9e91bf38654e	1
0xc22e8b04b2b7720a73240d9387c5b529f874138d	3
0x9b6e5967c89d05acf5e27e6f4b480c30b7239688	2
0x7a5d80415d312f7a6d3a8f011e65428d65b18ae9	1
0x4fd480b3db660dda98ca09c19a378ea3cce5661f	1
0xed389e24ce9094b333553b0c704788b5d78daa60	1
0xf013be0fd116a61191411c90312ce16c909f71aa	1
0x25bc9c04910e9291a1a628661e072c4a682dfd06	1
0x3e284422157251fa74bf164acee94d0f03135f99	5
0x6b42b549cb404a1662e7db824e077c4d7f531271	1
0x6756fd803cc084d4b48689e69b0ab85003740a65	1
0x7156bc497589b5aa04b20adf3a6959e3fab8cc78	1
0x05cf03eeeaa89b5f4f43faea05264322b471ec21	1
0xf9307e837fc03b2050732eb93fd6b736ffb4f813	1
0x62930bb5c08bb40f453e829ef10973df8bcd9a86	1
0x43dccc8c868edbc86e0c994ea80677a5f29667e4	1
0x1b27c4796f75adec3e31a7986d334ba4ef8bb0bd	1
0x47a7d7020f0d5bc693d58fbf00a17673fc9b498e	1
0xa73ef92e106eff6f5ff6eea544e87a92b3b35ae6	1
0x8ed4f5823104c7c0566446c962475d55be7f8ba5	1
0x231887e9382a866623a7af7ae9ad80be2b9109b5	1
0x51af05196fd5dde902262cd84075eb94ae559376	1
0xd52c9098c19160fb01e8256df96043304f32bd92	1
0x5f1ebb3d3f3daa6b8759c6a2903add4f9e46c746	2
0xc79f51bd1f8f980dd13c5d6bbb20b38e87d247f7	1
0x0d92339f5b8a069ad8c9ed173c68523206082cf5	1
0xcc9cfacb5cc652f3a9e9da1252a9f4fe35671876	1
0x2e94735359bcae1ff8a510e58c5ecd4d96e6d972	1
0x24771d515380f6212938b47326d9980595d284de	1
0x9ccd0c785e5e7737e39eb9625d7fc181608cba9c	1
0xa18eb95675a6728366dee4e4cca865c03ffe434a	1
0x428053a28207493669c549701e908e71d98a3f07	1
0x3252f2997eb71eefcd2b939cc64b98af07750a1d	1
0x43dbe1ed945c7a4526fabf87055183133b5a6761	1
0xe6972d07cbb8550b64013abad5e7dead24f1f1d8	1
0xc272a524f26ced4d5f64211966e582cd8fecf881	18
0xa9db43385d1d8e45f0f9a6a3e8bdda18668e7f33	1
0x17d6a880bde32071c208ceaa0f38de613acf2cdf	1
0xc38a6e64e8c37cec6b6edcf785be2081dcce1ed4	1
0xbea544393793f7863f32dcbe21322b54b48be282	1
0x17d2215134e7cd513ed88044d250c8338ce30fa5	1
0x27e3f7dd84f46ca6dd916bc9ecaacb0a73c19038	1
0xfc913d967f878c08dd0103ca4832f6a2ed2d2d3f	1
0xc04908fcce4c4c0a4b1e4119a49c7ba4b887b9a2	1
0x52f64d989376ac50b6666cd8c615dc6ed4723a4e	1
0xfe2ea6711561e0a215e985ad08b71e304c49540b	1
0xd037687fbd63ae36eb21be89f5de35307fdf707e	1
0x702ee58e770f706ff6618a6929a5e083c4d10902	1
0xba0468fcab3875356b4fa609434c2db0e8393aad	1
0x36a9d52563f1339cb1500747eac1cd0ccfa1d11c	4
0xc9b13db1efab7bff43950c8091f12ace413e630e	1
0xf72694102f1f77da61e5ed003ae1fcab3b925aa9	1
0x68bacf3eb8272a7e21c6b458efa5490ff0b7f8b2	1
0xac89bf3d4b10c89569bdfe735359fb00faa59336	1
0xef3db946a2fd669b7e280c2e6dac615f1cad4fe9	1
0x3f286cc85f53d1fb7fe9ada4abd030f01ee45228	1
0xf5359385671058ffd7e12375a6134ac6c3616888	1
0x8bb49f464834009ed438a60c60d5999792e0f5f4	1
0x06395ddde6d371e9451ce6ada0723b76edf9d14b	1
0xa228086e340a07c340ce14433aaa52fc6e451755	1
0x508cecd67956e991a1c2a3de43304ce0897312d1	1
0xbdd4c6b3c82c5b0e153739d514b23f10b6d68a37	1
0x4ff83c705cd9eba77f509138412810c60f06363a	1
0x0a41430bfe6cf606519fe41ffee52dcb3d8c3dd5	1
0x0cdeb6e372527f6926b2f3ab846b6e4cd6de8090	1
0xbfb1c8747f688c21cea3c8eab97f3d3f937e3c0b	1
0xac8cd14602bc039b3234d0836398d654092a95c7	1
0x685a90cdfa7abdf96e7f153bf8a4a5a6188d4870	1
0x51ff70cc3cfebc61be27120e771c3227e97a1c94	1
0x7234eaeb65a96481878aabfec03e58fdb94f6bc5	1
0x6dc3237908467f123543e198992cc4a601ce21f0	1
0xbdc971ea2eb0e2b43ab92c2147b4fd2003329e0e	1
0x57f58ea6302bb2dd202a9ef7cc0b9d996431964e	1
0x552e62f6236f315a0a01f3feafb6e8787724fe62	1
0x56466a6ea6d50781590d361457364edb1a303a5a	1
0x5e1c5a988ddd4e98c8f39e570a0289c80ca79765	1
0x4160521bd7f7151e5c9289cfda403dcfe280640a	1
0x60b43e3d9d146093075fac261da6db54990d52a4	1
0x82afa7749b71b56c57fa8aab2d89857736fb6141	1
0xd7d224c738e2e9fa92d7045f0be11c4e26680348	2
0x93a4d3d4454644a3df432d196999424283420cd0	1
0xb170a41f2523220a12f84f17a54bd31953d98027	1
0x355560867efca718bb1f029bc43ded19b6a50fe6	1
0xbbc7d92cb3d38adebfa1988a75531fde26a76f83	4
0xf08f84d7c7f0a18ef0fbf2f5c0ad0727e9ab9744	1
0x1babb042ddcca9064eb01a054bcdbf5ceb102592	1
0x7f4c97a82a8dbfc579adc6a452884ae80aec3db3	1
0x4061292dd34c5197e280209dc8998f0c0ca81f17	1
0x010c03894a1d541d0bd92b6f8c9b1beecbc66b8a	6
0xe9513a04c7efd082cfb734da67b31492a11e8aad	1
0x768f8ece2601a05c5d2bea98013dfd91ea6740b9	1
0x391bb0ec20f91a3890e57e56ad75411f1e0a8e2a	1
0x39786c76037037fa6ad759780e501b65fc8b5b66	1
0x7db0b7f102d029cdca0001f85f8bfe487802424e	1
0x72acb3a6b416a018c2976eee31d0ff854b782936	1
0xc504ca901a140342b4c3f77047cd98d5bd8d8c05	1
0x2807c205bedc4361d913eabd02d30f4a0d64e559	1
0xdc040722e976f18ef7b655415d73c3c8614bfdb4	1
0x2ec734a23a126309e7d945c9810356b208fd80c2	1
